url_prob,text_prob,label
0.00000000,0.30000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.24542600,0.20000000,0
0.00000000,0.80000000,1
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.40000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.43415849,0.10000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.70000000,0
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.30000000,0
0.00000000,0.75784158,1
0.13381173,0.90000000,1
0.00000000,1.00000000,1
0.08350364,0.50000000,0
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.28908001,0.10000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.40000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.24542600,0.30000000,0
0.00000000,0.80000000,1
0.00000000,0.97356688,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.95194958,0.90000000,1
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.40000000,0
0.00000000,0.80000000,1
0.24542600,0.00000000,0
0.24542600,0.20000000,0
0.00000000,0.75784158,1
0.00000000,0.10000000,0
0.60537449,0.90000000,1
0.07729165,1.00000000,1
0.24542600,0.90000000,1
0.00000000,0.60000000,1
0.00000000,0.10000000,0
0.00639696,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.00639696,0.20000000,0
0.24542600,0.00000000,0
0.00639696,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.40000000,0
0.00000000,1.00000000,1
0.00060869,0.00000000,0
0.00000000,0.10000000,0
0.00639696,0.00000000,0
0.00000000,0.50000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.13381173,0.00000000,0
0.00639696,0.30000000,0
0.00959004,0.00000000,0
0.00000000,0.20000000,0
0.43415849,0.00000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.87369293,0.60000000,0
0.00000000,0.90000000,1
0.00000000,0.30000000,0
0.00060869,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.80000000,1
0.13222921,0.50000000,1
0.00000000,0.50000000,0
0.00000000,0.75784158,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.86098176,0.90000000,1
0.00000000,0.50000000,1
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,0.75784158,0
0.00000000,0.30000000,0
0.00000000,0.90000000,1
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.75784158,1
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.80000000,1
0.00000000,0.90000000,1
0.00000000,0.20000000,0
0.00918433,0.00000000,0
0.32308149,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.70000000,1
0.00000000,0.90000000,1
0.13381173,0.20000000,0
0.00000000,0.80000000,1
0.00000000,1.00000000,1
0.00639696,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.80000000,1
0.56350865,0.20000000,0
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.40000000,0
0.00000000,0.20000000,0
0.00000000,0.00000000,0
0.13381173,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.13222921,0.00000000,0
0.00000000,0.20000000,0
0.00000000,0.60000000,0
0.32354101,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.02847618,0.00000000,0
0.00000000,0.75784158,1
0.00000000,0.30000000,0
0.00000000,0.10000000,0
0.43415849,0.10000000,0
0.00000000,0.30000000,0
0.00000000,0.75784158,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.97356688,1
0.00000000,0.75784158,1
0.00000000,0.00000000,0
0.00000000,0.80000000,1
0.03213003,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.32308149,0.10000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.07072488,0.00000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.24542600,0.10000000,0
0.00000000,0.80000000,1
0.00000000,1.00000000,1
0.00000000,0.70000000,1
0.10788145,0.00000000,0
0.69979378,0.60000000,0
0.00000000,0.60000000,1
0.00000000,0.10000000,0
0.43415849,0.00000000,0
0.00000000,0.70000000,0
0.00000000,0.80000000,1
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.40000000,0
0.54511403,0.10000000,0
0.00639696,0.20000000,0
0.00918433,0.20000000,0
0.43415849,0.60000000,0
0.00060869,0.00000000,0
0.13381173,0.40000000,0
0.51093477,0.00000000,0
0.00000000,0.80000000,1
0.00000000,0.60000000,1
0.51093477,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.75784158,0
0.00000000,0.20000000,0
0.90183847,0.20000000,0
0.28908001,0.20000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.20000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.13381173,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.30000000,0
0.00000000,0.20000000,0
0.00000000,0.90000000,1
0.00000000,0.70000000,1
0.00000000,0.90000000,1
0.24542600,0.90000000,1
0.18754911,0.40000000,0
0.00000000,0.00000000,0
0.00000000,0.70000000,1
0.13381173,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.00000000,0.80000000,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.75784158,1
0.00000000,0.10000000,0
0.00000000,0.30000000,0
0.00000000,0.00000000,0
0.55186887,0.60000000,1
0.06424097,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,0.20000000,0
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.75784158,0
0.03039162,0.00000000,0
0.24542600,0.50000000,1
0.21216472,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.40000000,0
0.43415849,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.20000000,0
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.25098814,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.80000000,1
0.28908001,0.30000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.63714688,0.30000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.50000000,0
0.00000000,0.75784158,1
0.00000000,0.10000000,0
0.43415849,0.10000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.13222921,0.90000000,1
0.00000000,0.10000000,0
0.03370030,0.50000000,0
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.24542600,0.00000000,0
0.54423124,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.04718917,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.90183847,0.00000000,0
0.00000000,0.75784158,0
0.00000000,0.00000000,0
0.00041707,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.32308149,0.00000000,0
0.21216472,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.13381173,0.10000000,0
0.00000000,0.30000000,0
0.00000000,0.80000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.32308149,0.80000000,1
0.43415849,0.00000000,0
0.10884121,0.50000000,0
0.00000000,0.00000000,0
0.13381173,1.00000000,1
0.13381173,0.30000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.80000000,1
0.24542600,0.10000000,0
0.00000000,0.50000000,0
0.00000000,0.90000000,1
0.00000000,0.20000000,0
0.00000000,0.70000000,1
0.00000000,0.10000000,0
0.00000000,0.30000000,0
0.00000000,0.00000000,0
0.00834549,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,0.60000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.75784158,0
0.00000000,0.75784158,1
0.00000000,0.90000000,1
0.13381173,0.40000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.88349221,0.10000000,0
0.13381173,0.00000000,0
0.00000000,0.75784158,1
0.32308149,0.00000000,0
0.00000000,0.70000000,1
0.00000000,0.90000000,1
0.00000000,0.30000000,0
0.00000000,0.77356688,1
0.00000000,0.60000000,1
0.03213003,0.10000000,0
0.00000000,0.20000000,0
0.00000000,0.40000000,0
0.00000000,0.00000000,0
0.07696505,0.00000000,0
0.00000000,0.40000000,0
0.81189797,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.40000000,0
0.06549849,0.00000000,0
0.00000000,0.80000000,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.45693156,0.70000000,1
0.00000000,0.90000000,1
0.00000000,0.70000000,1
0.32308149,0.00000000,0
0.00000000,0.40000000,1
0.32308149,0.00000000,0
0.00000000,0.70000000,1
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.20000000,0
0.99213698,0.00000000,0
0.00639696,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.40000000,0
0.00072340,0.00000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.13222921,1.00000000,1
0.11333951,0.10000000,0
0.00000000,0.30000000,0
0.24542600,0.00000000,0
0.00000000,1.00000000,1
0.10756834,0.30000000,0
0.00000000,0.00000000,0
0.13381173,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.32308149,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.98243353,0.00000000,0
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.28908001,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.70000000,1
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.01407102,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.75784158,0
0.00000000,1.00000000,1
0.00000000,0.70000000,1
0.00000000,0.90000000,1
0.00639696,0.00000000,0
0.00000000,0.80000000,1
0.10152940,0.80000000,1
0.00639696,0.00000000,0
0.00000000,0.40000000,0
0.00000000,0.20000000,0
0.13381173,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.30000000,0
0.00000000,0.90000000,0
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.32308149,0.00000000,0
0.00000000,0.00000000,0
0.13381173,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.13222921,0.00000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.32308149,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.60000000,1
0.00000000,0.10000000,0
0.14810328,0.40000000,0
0.00000000,1.00000000,1
0.03213003,0.20000000,0
0.24542600,1.00000000,1
0.55186887,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.12558259,0.10000000,0
0.00000000,0.00000000,0
0.32308149,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.60000000,1
0.00000000,0.20000000,0
0.13222921,1.00000000,1
0.00000000,0.20000000,0
0.00000000,0.10000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00639696,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.03370030,0.30000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.21216472,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.20000000,0
0.13381173,0.20000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.75784158,1
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.13222921,0.20000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.32308149,0.00000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00918433,0.00000000,0
0.00000000,0.75784158,1
0.00000000,0.20000000,0
0.09062283,0.10000000,0
0.55186887,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.80000000,1
0.00000000,0.80000000,1
0.24542600,0.00000000,0
0.00000000,0.60000000,0
0.22589891,0.80000000,1
0.00000000,0.70000000,1
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.21216472,0.10000000,0
0.00000000,0.50000000,0
0.32308149,0.10000000,0
0.00000000,0.20000000,0
0.43415849,0.00000000,0
0.02847618,0.00000000,0
0.24542600,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.80000000,1
0.82919956,1.00000000,1
0.00000000,0.00000000,0
0.43415849,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.03150377,0.20000000,0
0.00000000,0.90000000,1
0.13222921,0.20000000,0
0.00000000,0.30000000,0
0.00000000,0.30000000,0
0.32308149,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.60000000,1
0.00000000,0.20000000,0
0.43415849,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.50000000,0
0.00000000,0.70000000,1
0.00000000,0.10000000,0
0.01219028,0.10000000,0
0.00000000,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.20000000,0
0.54529430,0.10000000,0
0.80007383,1.00000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.32308149,0.20000000,0
0.51093477,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00060869,0.00000000,0
0.00000000,1.00000000,1
0.00639696,0.10000000,0
0.00000000,1.00000000,1
0.53966989,0.20000000,0
0.00000000,1.00000000,1
0.00000000,0.60000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.75784158,1
0.00000000,0.00000000,0
0.13381173,0.10000000,0
0.65372605,0.20000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.60371379,0.10000000,0
0.24542600,0.10000000,0
0.00000000,1.00000000,1
0.00000000,0.90000000,1
0.00000000,0.30000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.13381173,0.50000000,0
0.00000000,1.00000000,1
0.00000000,0.60000000,1
0.00000000,0.00000000,0
0.00000000,0.40000000,1
0.00000000,0.60000000,1
0.43415849,0.00000000,0
0.00000000,0.60000000,1
0.13381173,0.10000000,0
0.00000000,1.00000000,1
0.32308149,0.00000000,0
0.00000000,0.10000000,0
0.43415849,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.80000000,1
0.99980284,0.50000000,0
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.60000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,0.90000000,1
0.00000000,0.70000000,1
0.00000000,0.80000000,1
0.00000000,0.00000000,0
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.80000000,1
0.00000000,0.10000000,0
0.00000000,0.50000000,0
0.00000000,0.10000000,0
0.00000000,0.40000000,0
0.00000000,0.90000000,1
0.65332704,0.20000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.20000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.40000000,0
0.00000000,1.00000000,1
0.00000000,1.00000000,1
0.32308149,0.20000000,0
0.00000000,0.97356688,1
0.00000000,0.97356688,1
0.00000000,0.00000000,0
0.24542600,0.00000000,0
0.04348785,1.00000000,1
0.00639696,0.10000000,0
0.00000000,0.00000000,0
0.10756834,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.20000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.70000000,1
0.00000000,0.10000000,0
0.00000000,0.20000000,0
0.00000000,0.10000000,0
0.43898925,0.80000000,1
0.00000000,1.00000000,1
0.00000000,0.10000000,0
0.00000000,0.40000000,0
0.00000000,0.90000000,1
0.00000000,1.00000000,1
0.00000000,0.75784158,1
0.00000000,0.75784158,1
0.13222921,0.40000000,0
0.00000000,0.97356688,1
0.36251048,1.00000000,1
0.02847618,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.30000000,0
0.00000000,1.00000000,1
0.00000000,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.90000000,1
0.02847618,0.00000000,0
0.00000000,0.10000000,0
0.00000000,0.00000000,0
0.00000000,0.90000000,1
0.00000000,0.00000000,0
0.00000000,0.30000000,0
0.00000000,0.00000000,0
